fecha;referencia;descripcion;debito;credito;saldo;tipoMovimiento;indicadorCargoAbono;importe
07/09/2022 - 12:57;0329200057163;PAGO A PROVEEDORES B D V          ;-449.19;-449.19;90.761,73;6513;Nota de Débito;-449,19
07/09/2022 - 12:57;9569900057177;CARGO POR IGTF                    ;-98.51;-98.51;91.210,92;5699;Nota de Débito;-98,51
07/09/2022 - 12:57;0329200057177;PAGO A PROVEEDORES B D V          ;-4925.63;-4925.63;91.309,43;6513;Nota de Débito;-4.925,63
07/09/2022 - 12:57;9569900057164;CARGO POR IGTF                    ;-17.50;-17.50;96.235,06;5699;Nota de Débito;-17,50
07/09/2022 - 12:57;0329200057164;PAGO A PROVEEDORES B D V          ;-875.11;-875.11;96.252,56;6513;Nota de Débito;-875,11
07/09/2022 - 12:57;9569900057160;CARGO POR IGTF                    ;-77.86;-77.86;97.127,67;5699;Nota de Débito;-77,86
07/09/2022 - 12:57;0329200057160;PAGO A PROVEEDORES B D V          ;-3892.90;-3892.90;97.205,53;6513;Nota de Débito;-3.892,90
07/09/2022 - 12:57;9569900057157;CARGO POR IGTF                    ;-130.96;-130.96;101.098,43;5699;Nota de Débito;-130,96
07/09/2022 - 12:57;0329200057157;PAGO A PROVEEDORES B D V          ;-6548.23;-6548.23;101.229,39;6513;Nota de Débito;-6.548,23
07/09/2022 - 12:57;9569900057174;CARGO POR IGTF                    ;-1.38;-1.38;107.777,62;5699;Nota de Débito;-1,38
07/09/2022 - 12:57;0329200057174;PAGO A PROVEEDORES B D V          ;-68.88;-68.88;107.779,00;6513;Nota de Débito;-68,88
07/09/2022 - 12:57;9569900057168;CARGO POR IGTF                    ;-349.57;-349.57;107.847,88;5699;Nota de Débito;-349,57
07/09/2022 - 12:57;0329200057168;PAGO A PROVEEDORES B D V          ;-17478.34;-17478.34;108.197,45;6513;Nota de Débito;-17.478,34
07/09/2022 - 12:52;9569954243930;CARGO POR IGTF                    ;-7.45;-7.45;125.675,79;5699;Nota de Débito;-7,45
07/09/2022 - 12:52;0590554243930;TRASPASO OTRAS CTAS BDV EN LINEA  ;-372.74;-372.74;125.683,24;5602;Nota de Débito;-372,74
07/09/2022 - 12:51;9569954243876;CARGO POR IGTF                    ;-0.95;-0.95;126.055,98;5699;Nota de Débito;-0,95
07/09/2022 - 12:51;0590554243876;TRASPASO OTRAS CTAS BDV EN LINEA  ;-47.58;-47.58;126.056,93;5602;Nota de Débito;-47,58
07/09/2022 - 12:50;9569954243841;CARGO POR IGTF                    ;-0.04;-0.04;126.104,51;5699;Nota de Débito;-0,04
07/09/2022 - 12:50;0590554243841;TRASPASO OTRAS CTAS BDV EN LINEA  ;-1.98;-1.98;126.104,55;5602;Nota de Débito;-1,98
07/09/2022 - 10:42;9569954236206;CARGO POR IGTF                    ;-20.43;-20.43;126.106,53;5699;Nota de Débito;-20,43
07/09/2022 - 10:42;0590554236206;TRASPASO OTRAS CTAS BDV EN LINEA  ;-1021.44;-1021.44;126.126,96;5602;Nota de Débito;-1.021,44
07/09/2022 - 10:41;0590510470326;ABO TRASP A OTRAS CTAS CLAVENET   ;129.34;129.34;127.148,40;1602;Nota de Crédito;129,34
07/09/2022 - 09:28;5490106123202;ABO TRASP A OTRAS CTAS CLAVENET   ;3910.20;3910.20;127.019,06;1602;Nota de Crédito;3.910,20
07/09/2022 - 09:15;0590505300978;ABO TRASP A OTRAS CTAS CLAVENET   ;310.42;310.42;123.108,86;1602;Nota de Crédito;310,42
07/09/2022 - 08:36;9569954224370;CARGO POR IGTF                    ;-0.64;-0.64;122.798,44;5699;Nota de Débito;-0,64
07/09/2022 - 08:36;0590554224370;TRASPASO OTRAS CTAS BDV EN LINEA  ;-31.92;-31.92;122.799,08;5602;Nota de Débito;-31,92
06/09/2022 - 18:53;0590554207523;ABO TRASP A OTRAS CTAS CLAVENET   ;24232.88;24232.88;122.831,00;1602;Nota de Crédito;24.232,88
06/09/2022 - 00:00;9569996077025;CARGO POR IGTF                    ;-0.06;-0.06;98.598,12;5699;Nota de Débito;-0,06
06/09/2022 - 00:00;0427896077025;COMIS TRANSF INTERBANCARIA        ;-3.03;-3.03;98.598,18;7448;Nota de Débito;-3,03
06/09/2022 - 00:00;9569996071521;CARGO POR IGTF                    ;-0.06;-0.06;98.601,21;5699;Nota de Débito;-0,06
06/09/2022 - 00:00;0427896071521;COMIS TRANSF INTERBANCARIA        ;-3.03;-3.03;98.601,27;7448;Nota de Débito;-3,03
06/09/2022 - 00:00;9569996082614;CARGO POR IGTF                    ;-0.06;-0.06;98.604,30;5699;Nota de Débito;-0,06
06/09/2022 - 00:00;0427896082614;COMIS TRANSF INTERBANCARIA        ;-3.03;-3.03;98.604,36;7448;Nota de Débito;-3,03
06/09/2022 - 12:01;0329200000001;PAGO A PROVEEDORES B D V          ;421.85;421.85;98.607,39;2021;Nota de Crédito;421,85
06/09/2022 - 11:29;0590526942131;ABO TRASP A OTRAS CTAS CLAVENET   ;450.00;450.00;98.185,54;1602;Nota de Crédito;450,00
06/09/2022 - 10:30;9569954185861;CARGO POR IGTF                    ;-0.32;-0.32;97.735,54;5699;Nota de Débito;-0,32
06/09/2022 - 10:30;0590554185861;TRASPASO OTRAS CTAS BDV EN LINEA  ;-15.88;-15.88;97.735,86;5602;Nota de Débito;-15,88
06/09/2022 - 10:01;5490121712643;ABO TRASP A OTRAS CTAS CLAVENET   ;1807.98;1807.98;97.751,74;1602;Nota de Crédito;1.807,98
06/09/2022 - 09:52;5490121160155;ABO TRASP A OTRAS CTAS CLAVENET   ;4377.16;4377.16;95.943,76;1602;Nota de Crédito;4.377,16
06/09/2022 - 09:39;9569954181438;CARGO POR IGTF                    ;-1.11;-1.11;91.566,60;5699;Nota de Débito;-1,11
06/09/2022 - 09:39;0590554181438;TRASPASO OTRAS CTAS BDV EN LINEA  ;-55.58;-55.58;91.567,71;5602;Nota de Débito;-55,58
06/09/2022 - 09:14;5490118879942;ABO TRASP A OTRAS CTAS CLAVENET   ;1000.00;1000.00;91.623,29;1602;Nota de Crédito;1.000,00
06/09/2022 - 08:47;9569954175715;CARGO POR IGTF                    ;-2.34;-2.34;90.623,29;5699;Nota de Débito;-2,34
06/09/2022 - 08:47;0590554175715;TRASPASO OTRAS CTAS BDV EN LINEA  ;-116.83;-116.83;90.625,63;5602;Nota de Débito;-116,83
06/09/2022 - 08:45;9569954175571;CARGO POR IGTF                    ;-2.34;-2.34;90.742,46;5699;Nota de Débito;-2,34
06/09/2022 - 08:45;0590554175571;TRASPASO OTRAS CTAS BDV EN LINEA  ;-116.83;-116.83;90.744,80;5602;Nota de Débito;-116,83
06/09/2022 - 08:44;9569954175354;CARGO POR IGTF                    ;-2.31;-2.31;90.861,63;5699;Nota de Débito;-2,31
06/09/2022 - 08:44;0590554175354;TRASPASO OTRAS CTAS BDV EN LINEA  ;-115.66;-115.66;90.863,94;5602;Nota de Débito;-115,66
06/09/2022 - 08:24;5490115892412;ABO TRASP A OTRAS CTAS CLAVENET   ;382.14;382.14;90.979,60;1602;Nota de Crédito;382,14
06/09/2022 - 07:56;0590514193003;ABO TRASP A OTRAS CTAS CLAVENET   ;16.00;16.00;90.597,46;1602;Nota de Crédito;16,00
06/09/2022 - 06:57;0590510627442;ABO TRASP A OTRAS CTAS CLAVENET   ;80.13;80.13;90.581,46;1602;Nota de Crédito;80,13
05/09/2022 - 18:25;0590522351903;ABO TRASP A OTRAS CTAS CLAVENET   ;972.00;972.00;90.501,33;1602;Nota de Crédito;972,00
05/09/2022 - 14:51;9569954148782;CARGO POR IGTF                    ;-3.30;-3.30;89.529,33;5699;Nota de Débito;-3,30
05/09/2022 - 14:51;0590554148782;TRASPASO OTRAS CTAS BDV EN LINEA  ;-165.20;-165.20;89.532,63;5602;Nota de Débito;-165,20
05/09/2022 - 13:19;5490103995805;ABO TRASP A OTRAS CTAS CLAVENET   ;35.18;35.18;89.697,83;1602;Nota de Crédito;35,18
05/09/2022 - 12:55;9569954143515;CARGO POR IGTF                    ;-65.84;-65.84;89.662,65;5699;Nota de Débito;-65,84
05/09/2022 - 12:55;0590554143515;TRASPASO OTRAS CTAS BDV EN LINEA  ;-3292.00;-3292.00;89.728,49;5602;Nota de Débito;-3.292,00
05/09/2022 - 12:45;0590501949881;ABO TRASP A OTRAS CTAS CLAVENET   ;145.35;145.35;93.020,49;1602;Nota de Crédito;145,35
05/09/2022 - 12:34;0590501266091;ABO TRASP A OTRAS CTAS CLAVENET   ;552.61;552.61;92.875,14;1602;Nota de Crédito;552,61
05/09/2022 - 12:22;0590500575660;ABO TRASP A OTRAS CTAS CLAVENET   ;2538.72;2538.72;92.322,53;1602;Nota de Crédito;2.538,72
04/09/2022 - 08:10;0590542201649;ABO TRASP A OTRAS CTAS CLAVENET   ;1842.80;1842.80;89.783,81;1602;Nota de Crédito;1.842,80
02/09/2022 - 16:08;0590554890583;ABO TRASP A OTRAS CTAS CLAVENET   ;731.00;731.00;87.941,01;1602;Nota de Crédito;731,00
02/09/2022 - 14:17;5490148245278;ABO TRASP A OTRAS CTAS CLAVENET   ;295.00;295.00;87.210,01;1602;Nota de Crédito;295,00
02/09/2022 - 14:07;9569954025478;CARGO POR IGTF                    ;-2.53;-2.53;86.915,01;5699;Nota de Débito;-2,53
02/09/2022 - 14:07;0590554025478;TRASPASO OTRAS CTAS BDV EN LINEA  ;-126.40;-126.40;86.917,54;5602;Nota de Débito;-126,40
02/09/2022 - 11:49;0426500057013;REINT PAGO PROVEEDORES ENVIADOS   ;4713.18;4713.18;87.043,94;2520;Nota de Crédito;4.713,18
02/09/2022 - 11:20;9569900057005;CARGO POR IGTF                    ;-0.06;-0.06;82.330,76;5699;Nota de Débito;-0,06
02/09/2022 - 11:20;0676200057005;COMISION PAGO A PROVEEDORES       ;-2.84;-2.84;82.330,82;7931;Nota de Débito;-2,84
02/09/2022 - 11:12;9569900064388;CARGO POR IGTF                    ;-0.10;-0.10;82.333,66;5699;Nota de Débito;-0,10
02/09/2022 - 11:12;0676200064388;COMISION PAGO A PROVEEDORES       ;-4.93;-4.93;82.333,76;7931;Nota de Débito;-4,93
02/09/2022 - 11:12;9569900057005;CARGO POR IGTF                    ;-22.78;-22.78;82.338,69;5699;Nota de Débito;-22,78
02/09/2022 - 11:12;0329200057005;PAGO A PROVEEDORES B D V          ;-1139.02;-1139.02;82.361,47;6513;Nota de Débito;-1.139,02
02/09/2022 - 11:12;9569900064178;CARGO POR IGTF                    ;-0.36;-0.36;83.500,49;5699;Nota de Débito;-0,36
02/09/2022 - 11:12;0676200064178;COMISION PAGO A PROVEEDORES       ;-18.02;-18.02;83.500,85;7931;Nota de Débito;-18,02
02/09/2022 - 11:03;9569900064388;CARGO POR IGTF                    ;-39.46;-39.46;83.518,87;5699;Nota de Débito;-39,46
02/09/2022 - 11:03;0329200064388;PAGO A PROVEEDORES B D V          ;-1973.05;-1973.05;83.558,33;6513;Nota de Débito;-1.973,05
02/09/2022 - 11:03;9569900064178;CARGO POR IGTF                    ;-144.21;-144.21;85.531,38;5699;Nota de Débito;-144,21
02/09/2022 - 11:03;0329200064178;PAGO A PROVEEDORES B D V          ;-7210.50;-7210.50;85.675,59;6513;Nota de Débito;-7.210,50
02/09/2022 - 10:52;9569954013099;CARGO POR IGTF                    ;-1.80;-1.80;92.886,09;5699;Nota de Débito;-1,80
02/09/2022 - 10:52;0590554013099;TRASPASO OTRAS CTAS BDV EN LINEA  ;-90.00;-90.00;92.887,89;5602;Nota de Débito;-90,00
02/09/2022 - 10:51;9569954012994;CARGO POR IGTF                    ;-1.80;-1.80;92.977,89;5699;Nota de Débito;-1,80
02/09/2022 - 10:51;0590554012994;TRASPASO OTRAS CTAS BDV EN LINEA  ;-90.00;-90.00;92.979,69;5602;Nota de Débito;-90,00
02/09/2022 - 10:23;9569954010508;CARGO POR IGTF                    ;-75.36;-75.36;93.069,69;5699;Nota de Débito;-75,36
02/09/2022 - 10:23;0590554010508;TRASPASO OTRAS CTAS BDV EN LINEA  ;-3768.00;-3768.00;93.145,05;5602;Nota de Débito;-3.768,00
02/09/2022 - 10:19;9569954010108;CARGO POR IGTF                    ;-32.97;-32.97;96.913,05;5699;Nota de Débito;-32,97
02/09/2022 - 10:19;0590554010108;TRASPASO OTRAS CTAS BDV EN LINEA  ;-1648.50;-1648.50;96.946,02;5602;Nota de Débito;-1.648,50
02/09/2022 - 08:58;9569954001627;CARGO POR IGTF                    ;-9.84;-9.84;98.594,52;5699;Nota de Débito;-9,84
02/09/2022 - 08:58;0590554001627;TRASPASO OTRAS CTAS BDV EN LINEA  ;-492.00;-492.00;98.604,36;5602;Nota de Débito;-492,00
02/09/2022 - 03:20;9569900057013;CARGO POR IGTF                    ;-0.24;-0.24;99.096,36;5699;Nota de Débito;-0,24
02/09/2022 - 03:20;0676200057013;COMISION PAGO A PROVEEDORES       ;-11.78;-11.78;99.096,60;7931;Nota de Débito;-11,78
02/09/2022 - 03:08;9569900057013;CARGO POR IGTF                    ;-94.26;-94.26;99.108,38;5699;Nota de Débito;-94,26
02/09/2022 - 03:08;0329200057013;PAGO A PROVEEDORES B D V          ;-4713.18;-4713.18;99.202,64;6513;Nota de Débito;-4.713,18
01/09/2022 - 18:50;9569900064333;CARGO POR IGTF                    ;-0.07;-0.07;103.915,82;5699;Nota de Débito;-0,07
01/09/2022 - 18:50;0676200064333;COMISION PAGO A PROVEEDORES       ;-3.28;-3.28;103.915,89;7931;Nota de Débito;-3,28
01/09/2022 - 18:45;9569900064333;CARGO POR IGTF                    ;-26.24;-26.24;103.919,17;5699;Nota de Débito;-26,24
01/09/2022 - 18:45;0329200064333;PAGO A PROVEEDORES B D V          ;-1312.08;-1312.08;103.945,41;6513;Nota de Débito;-1.312,08
01/09/2022 - 18:15;9569954979527;CARGO POR IGTF                    ;-3.90;-3.90;105.257,49;5699;Nota de Débito;-3,90
01/09/2022 - 18:15;0590554979527;TRASPASO OTRAS CTAS BDV EN LINEA  ;-194.98;-194.98;105.261,39;5602;Nota de Débito;-194,98
01/09/2022 - 18:14;9569954979492;CARGO POR IGTF                    ;-0.03;-0.03;105.456,37;5699;Nota de Débito;-0,03
01/09/2022 - 18:14;0590554979492;TRASPASO OTRAS CTAS BDV EN LINEA  ;-1.38;-1.38;105.456,40;5602;Nota de Débito;-1,38
01/09/2022 - 18:13;9569954979471;CARGO POR IGTF                    ;-0.14;-0.14;105.457,78;5699;Nota de Débito;-0,14
01/09/2022 - 18:13;0590554979471;TRASPASO OTRAS CTAS BDV EN LINEA  ;-7.04;-7.04;105.457,92;5602;Nota de Débito;-7,04
01/09/2022 - 18:12;9569954979459;CARGO POR IGTF                    ;-1.17;-1.17;105.464,96;5699;Nota de Débito;-1,17
01/09/2022 - 18:12;0590554979459;TRASPASO OTRAS CTAS BDV EN LINEA  ;-58.51;-58.51;105.466,13;5602;Nota de Débito;-58,51
01/09/2022 - 18:11;9569954979437;CARGO POR IGTF                    ;-0.01;-0.01;105.524,64;5699;Nota de Débito;-0,01
01/09/2022 - 18:11;0590554979437;TRASPASO OTRAS CTAS BDV EN LINEA  ;-0.46;-0.46;105.524,65;5602;Nota de Débito;-0,46
01/09/2022 - 18:11;9569954979413;CARGO POR IGTF                    ;-0.13;-0.13;105.525,11;5699;Nota de Débito;-0,13
01/09/2022 - 18:11;0590554979413;TRASPASO OTRAS CTAS BDV EN LINEA  ;-6.65;-6.65;105.525,24;5602;Nota de Débito;-6,65
01/09/2022 - 18:10;9569954979390;CARGO POR IGTF                    ;-0.09;-0.09;105.531,89;5699;Nota de Débito;-0,09
01/09/2022 - 18:10;0590554979390;TRASPASO OTRAS CTAS BDV EN LINEA  ;-4.51;-4.51;105.531,98;5602;Nota de Débito;-4,51
01/09/2022 - 18:08;9569954979362;CARGO POR IGTF                    ;-0.04;-0.04;105.536,49;5699;Nota de Débito;-0,04
01/09/2022 - 18:08;0590554979362;TRASPASO OTRAS CTAS BDV EN LINEA  ;-1.95;-1.95;105.536,53;5602;Nota de Débito;-1,95
01/09/2022 - 18:07;9569954979345;CARGO POR IGTF                    ;-0.39;-0.39;105.538,48;5699;Nota de Débito;-0,39
01/09/2022 - 18:07;0590554979345;TRASPASO OTRAS CTAS BDV EN LINEA  ;-19.73;-19.73;105.538,87;5602;Nota de Débito;-19,73
01/09/2022 - 18:06;9569954979331;CARGO POR IGTF                    ;-0.15;-0.15;105.558,60;5699;Nota de Débito;-0,15
01/09/2022 - 18:06;0590554979331;TRASPASO OTRAS CTAS BDV EN LINEA  ;-7.27;-7.27;105.558,75;5602;Nota de Débito;-7,27
01/09/2022 - 18:05;9569954979318;CARGO POR IGTF                    ;-0.01;-0.01;105.566,02;5699;Nota de Débito;-0,01
01/09/2022 - 18:05;0590554979318;TRASPASO OTRAS CTAS BDV EN LINEA  ;-0.31;-0.31;105.566,03;5602;Nota de Débito;-0,31
01/09/2022 - 18:04;9569954979301;CARGO POR IGTF                    ;-1.06;-1.06;105.566,34;5699;Nota de Débito;-1,06
01/09/2022 - 18:04;0590554979301;TRASPASO OTRAS CTAS BDV EN LINEA  ;-52.78;-52.78;105.567,40;5602;Nota de Débito;-52,78
01/09/2022 - 18:02;9569954979268;CARGO POR IGTF                    ;-0.26;-0.26;105.620,18;5699;Nota de Débito;-0,26
01/09/2022 - 18:02;0590554979268;TRASPASO OTRAS CTAS BDV EN LINEA  ;-12.85;-12.85;105.620,44;5602;Nota de Débito;-12,85
01/09/2022 - 18:00;9569954979209;CARGO POR IGTF                    ;-0.01;-0.01;105.633,29;5699;Nota de Débito;-0,01
01/09/2022 - 18:00;0590554979209;TRASPASO OTRAS CTAS BDV EN LINEA  ;-0.46;-0.46;105.633,30;5602;Nota de Débito;-0,46
01/09/2022 - 17:31;0590573509815;ABO TRASP A OTRAS CTAS CLAVENET   ;1144.84;1144.84;105.633,76;1602;Nota de Crédito;1.144,84
01/09/2022 - 17:26;9569954978342;CARGO POR IGTF                    ;-4.92;-4.92;104.488,92;5699;Nota de Débito;-4,92
01/09/2022 - 17:26;0590554978342;TRASPASO OTRAS CTAS BDV EN LINEA  ;-246.00;-246.00;104.493,84;5602;Nota de Débito;-246,00
01/09/2022 - 17:25;9569954978310;CARGO POR IGTF                    ;-13.12;-13.12;104.739,84;5699;Nota de Débito;-13,12
01/09/2022 - 17:25;0590554978310;TRASPASO OTRAS CTAS BDV EN LINEA  ;-656.00;-656.00;104.752,96;5602;Nota de Débito;-656,00
01/09/2022 - 17:07;9569954977828;CARGO POR IGTF                    ;-0.04;-0.04;105.408,96;5699;Nota de Débito;-0,04
01/09/2022 - 17:07;0590554977828;TRASPASO OTRAS CTAS BDV EN LINEA  ;-1.96;-1.96;105.409,00;5602;Nota de Débito;-1,96
01/09/2022 - 17:05;9569954977793;CARGO POR IGTF                    ;-0.71;-0.71;105.410,96;5699;Nota de Débito;-0,71
01/09/2022 - 17:05;0590554977793;TRASPASO OTRAS CTAS BDV EN LINEA  ;-35.26;-35.26;105.411,67;5602;Nota de Débito;-35,26
01/09/2022 - 17:04;9569954977758;CARGO POR IGTF                    ;-0.63;-0.63;105.446,93;5699;Nota de Débito;-0,63
01/09/2022 - 17:04;0590554977758;TRASPASO OTRAS CTAS BDV EN LINEA  ;-31.34;-31.34;105.447,56;5602;Nota de Débito;-31,34
01/09/2022 - 17:02;9569954977684;CARGO POR IGTF                    ;-4.78;-4.78;105.478,90;5699;Nota de Débito;-4,78
01/09/2022 - 17:02;0590554977684;TRASPASO OTRAS CTAS BDV EN LINEA  ;-238.96;-238.96;105.483,68;5602;Nota de Débito;-238,96
01/09/2022 - 17:01;0329200000001;PAGO A PROVEEDORES B D V          ;340.85;340.85;105.722,64;2021;Nota de Crédito;340,85
01/09/2022 - 15:37;0590566654527;ABO TRASP A OTRAS CTAS CLAVENET   ;78.90;78.90;105.381,79;1602;Nota de Crédito;78,90
01/09/2022 - 10:00;0590589626321;ABO TRASP A OTRAS CTAS CLAVENET   ;236.70;236.70;105.302,89;1602;Nota de Crédito;236,70
01/09/2022 - 09:57;9569954953764;CARGO POR IGTF                    ;-13.04;-13.04;105.066,19;5699;Nota de Débito;-13,04
01/09/2022 - 09:57;0590554953764;TRASPASO OTRAS CTAS BDV EN LINEA  ;-652.00;-652.00;105.079,23;5602;Nota de Débito;-652,00
01/09/2022 - 08:59;0590585950112;ABO TRASP A OTRAS CTAS CLAVENET   ;2246.75;2246.75;105.731,23;1602;Nota de Crédito;2.246,75
01/09/2022 - 08:25;5490183916581;ABO TRASP A OTRAS CTAS CLAVENET   ;350.31;350.31;103.484,48;1602;Nota de Crédito;350,31
01/09/2022 - 08:20;0590583632783;ABO TRASP A OTRAS CTAS CLAVENET   ;9115.32;9115.32;103.134,17;1602;Nota de Crédito;9.115,32
01/09/2022 - 01:29;01202        ;COM MANTENIMIENTO DE CUENTA       ;-0.05;-0.05;94.018,85;5404;Nota de Débito;-0,05
